"state_name","state_abbr","county_name","county_fips","votes_gop_2024","votes_dem_2024","total_votes_2024","per_gop_2024","per_dem_2024","per_point_diff_2024","votes_gop_2020","votes_dem_2020","total_votes_2020","per_gop_2020","per_dem_2020","per_point_diff_2020","votes_dem_2016","votes_gop_2016","total_votes_2016","per_dem_2016","per_gop_2016","per_point_diff_2016","total_votes_2012","votes_dem_2012","votes_gop_2012","per_dem_2012","per_gop_2012","per_point_diff_2012"
"Alabama","AL","Dale County",1045,14476,4484,19103,0.75778673506779,0.234727529707376,0.523059205360415,14303,5170,19738,0.724642820954504,0.261931300030398,0.462711520924106,4408,13798,18617,0.236772842026105,0.741150561314927,-0.504377719288822,18551,5283,13105,0.284782491509892,0.706430920166029,-0.421648428656137
"Alabama","AL","Dallas County",1047,5190,10236,15528,0.334234930448223,0.65919629057187,-0.324961360123648,5524,12230,17864,0.30922525750112,0.6846171070309,-0.375391849529781,12826,5784,18730,0.684783769353978,0.308809396689802,0.375974372664175,20936,14599,6284,0.697315628582346,0.300152846771112,0.397162781811234
"Alabama","AL","DeKalb County",1049,25633,3758,29583,0.866477368759085,0.127032417266673,0.739444951492411,24767,4281,29356,0.843677612753781,0.145830494617795,0.697847118135986,3682,21779,26086,0.141148508778655,0.834892279383577,-0.693743770604922,23842,5235,18316,0.219570505830048,0.768224142269944,-0.548653636439896
"Alabama","AL","Elmore County",1051,31374,9774,41491,0.756163987370755,0.235569159576776,0.520594827793979,30164,10367,41030,0.735169388252498,0.252668778942237,0.482500609310261,8436,27619,36905,0.228586912342501,0.748380978187237,-0.519794065844736,35440,8940,26223,0.252257336343115,0.739926636568849,-0.487669300225734
"Alabama","AL","Escambia County",1053,10884,3964,14929,0.729050840645723,0.265523477794896,0.463527362850827,10869,4918,15910,0.683155248271527,0.309113764927718,0.374041483343809,4698,10282,15213,0.308814829422205,0.675869322290147,-0.367054492867942,14832,5476,9263,0.369201725997843,0.624528047464941,-0.255326321467098
"Alabama","AL","Etowah County",1055,35653,10027,46023,0.774677878452078,0.217869326206462,0.556808552245616,35528,11567,47728,0.744384847468991,0.242352497485753,0.502032349983238,10350,32132,43474,0.238073331186456,0.739108432626397,-0.501035101439941,42490,12792,29102,0.301059072722994,0.684914097434691,-0.383855024711697
"Alabama","AL","Fayette County",1057,7158,1142,8356,0.856629966491144,0.136668262326472,0.719961704164672,7300,1395,8766,0.832762947752681,0.159137577002053,0.673625370750627,1358,6705,8196,0.165690580771108,0.818081991215227,-0.652391410444119,7912,1803,6034,0.227881698685541,0.762639029322548,-0.534757330637007
"Alabama","AL","Franklin County",1059,10417,1568,12077,0.862548646186967,0.129833567939058,0.732715078247909,10376,2086,12578,0.824932421688663,0.165845126411194,0.659087295277469,2197,9466,11955,0.183772480133835,0.791802593057298,-0.608030112923463,10859,3171,7567,0.292015839395893,0.696841329772539,-0.404825490376646
"Alabama","AL","Geneva County",1061,10929,1391,12390,0.882082324455206,0.11226795803067,0.769814366424536,10848,1595,12545,0.864726982861698,0.127142287764049,0.737584695097648,1522,9967,11659,0.130542928209967,0.854876061411785,-0.724333133201818,11318,2039,9173,0.180155504506096,0.810478883194911,-0.630323378688814
"Alabama","AL","Greene County",1063,885,3133,4035,0.219330855018587,0.776456009913259,-0.557125154894672,875,3884,4775,0.183246073298429,0.813403141361257,-0.630157068062827,4006,838,4862,0.823940765117236,0.172357054709996,0.65158371040724,5328,4514,799,0.847222222222222,0.149962462462462,0.69725975975976
"Alabama","AL","Hale County",1065,3369,3868,7290,0.462139917695473,0.530589849108368,-0.0684499314128943,3190,4687,7922,0.402676091895986,0.591643524362535,-0.188967432466549,4772,3172,8010,0.595755305867665,0.396004993757803,0.199750312109863,8628,5401,3205,0.625985164580436,0.371464997681966,0.25452016689847
"Alabama","AL","Henry County",1067,6989,2263,9301,0.751424578002365,0.243307171271906,0.508117406730459,6607,2606,9298,0.710582921058292,0.280275328027533,0.430307593030759,2286,5623,8017,0.285144068853686,0.701384557814644,-0.416240488960958,8700,3046,5605,0.350114942528736,0.644252873563218,-0.294137931034483
"Alabama","AL","Houston County",1069,32469,11352,44195,0.734675868310895,0.256861635931666,0.477814232379228,32618,12917,46173,0.706430164814935,0.279752236155329,0.426677928659606,10547,30567,42030,0.250939804901261,0.727266238401142,-0.476326433499881,41843,12348,29214,0.295103123581005,0.698181296752145,-0.40307817317114
"Alabama","AL","Jackson County",1071,20073,3276,23509,0.853843208983793,0.139350886894381,0.714492322089412,19670,3717,23636,0.832205110847859,0.157260111694026,0.674944999153833,3663,16643,20785,0.176232860235747,0.80072167428434,-0.624488814048593,20555,5817,14422,0.282996837752372,0.70162977377767,-0.418632936025298
"Alabama","AL","Jefferson County",1073,131123,162112,296741,0.441876922973233,0.546308059890612,-0.104431136917379,138843,181688,325848,0.426097444207115,0.557585131717856,-0.131487687510741,151581,130614,290111,0.522493114704372,0.450220777564449,0.0722723371399223,303424,159658,141413,0.526187776840329,0.466057398228222,0.0601303786121071
"Alabama","AL","Lamar County",1075,6033,806,6875,0.877527272727273,0.117236363636364,0.760290909090909,6174,978,7193,0.858334491867093,0.135965522035312,0.722368969831781,1035,5819,6931,0.149329101139807,0.839561390852691,-0.690232289712884,7159,1643,5453,0.229501327000978,0.761698561251571,-0.532197234250594
"Alabama","AL","Lauderdale County",1077,32708,10326,43454,0.752704008836931,0.237630597873613,0.515073410963317,31721,11915,44339,0.71541983355511,0.268725050181556,0.446694783373554,9877,27735,38813,0.254476592894133,0.71458016643908,-0.460103573544946,36908,12504,23902,0.338788338571583,0.647610274195296,-0.308821935623713
"Alabama","AL","Lawrence County",1079,13024,2983,16115,0.808191126279863,0.185107043127521,0.623084083152343,12322,3562,16031,0.768635768199114,0.222194498159815,0.546441270039299,3611,10732,14623,0.246939752444779,0.733912329891267,-0.486972577446488,14079,5055,8855,0.359045386746218,0.628950919809646,-0.269905533063428
"Alabama","AL","Lee County",1081,46020,25798,72695,0.633055918563863,0.354879977990233,0.278175940573629,42221,27860,71449,0.590924995451301,0.38992848045459,0.200996514996711,20987,34321,57668,0.363928001664701,0.595148089061525,-0.231220087396823,54115,21274,32062,0.393125750716068,0.592478979950106,-0.199353229234039
"Alabama","AL","Limestone County",1083,37887,14581,53096,0.713556576766611,0.274615790266687,0.438940786499925,34640,13672,49235,0.703564537422565,0.277688636132832,0.425875901289733,9340,28824,39400,0.237055837563452,0.731573604060914,-0.494517766497462,35406,9809,25263,0.277043438965147,0.713523131672598,-0.436479692707451
"Alabama","AL","Lowndes County",1085,1758,3867,5652,0.31104033970276,0.684182590233546,-0.373142250530786,1836,4972,6835,0.26861741038771,0.727432333577176,-0.458814923189466,4882,1751,6676,0.731276213301378,0.262282804074296,0.468993409227082,7519,5747,1754,0.764330363080197,0.233275701556058,0.531054661524139
"Alabama","AL","Macon County",1087,1682,6084,7820,0.215089514066496,0.778005115089514,-0.562915601023018,1541,7108,8723,0.176659406167603,0.814857273873667,-0.638197867706064,7237,1394,8748,0.827274805669867,0.159350708733425,0.667924096936443,10385,9045,1322,0.870967741935484,0.127298988926336,0.743668753009148
"Alabama","AL","Madison County",1089,105430,87824,196355,0.536935652262484,0.447271523516081,0.0896641287464032,102780,87286,194767,0.527707465843803,0.44815600178675,0.0795514640570528,62435,89199,159473,0.391508280398563,0.559336063158027,-0.167827782759464,154632,61802,90679,0.399671478089917,0.586418076465415,-0.186746598375498
"Alabama","AL","Marengo County",1091,4995,4631,9673,0.516385816189393,0.478755298252869,0.0376305179365243,5343,5488,10900,0.490183486238532,0.50348623853211,-0.013302752293578,5607,5224,10948,0.512148337595908,0.47716477895506,0.0349835586408477,11509,6154,5321,0.534711964549483,0.462333825701625,0.0723781388478582
"Alabama","AL","Marion County",1093,12245,1197,13523,0.905494342971234,0.0885158618649708,0.816978481106263,12205,1463,13807,0.88397189831245,0.105960744549866,0.778011153762584,1432,11273,12912,0.11090458488228,0.873063816604709,-0.762159231722429,12104,2249,9696,0.185806345009914,0.801057501652346,-0.615251156642432
"Alabama","AL","Marshall County",1095,34434,5553,40277,0.854929612433895,0.137870248528937,0.717059363904958,33191,5943,39655,0.836994073887278,0.149867608120035,0.687126465767242,4913,29217,34965,0.140511940511941,0.835607035607036,-0.695095095095095,32455,6271,25785,0.193221383454013,0.794484671083038,-0.601263287629025
"Alabama","AL","Mobile County",1097,100759,72055,174545,0.577266607465124,0.4128161792088,0.164450428256324,101243,79474,183164,0.552745080911096,0.433895306938045,0.118849773973052,68429,91087,163387,0.418815450433633,0.557492334151432,-0.138676883717799,174189,78417,94566,0.450183421456005,0.542893064430016,-0.092709642974011
"Alabama","AL","Monroe County",1099,6007,3740,9799,0.61302173691193,0.38167159914277,0.23135013776916,6147,4455,10668,0.576209223847019,0.417604049493813,0.158605174353206,4310,5771,10185,0.423171330387825,0.566617574864998,-0.143446244477172,10680,4897,5730,0.458520599250936,0.536516853932584,-0.0779962546816479
"Alabama","AL","Montgomery County",1101,30477,57946,89375,0.341001398601399,0.648346853146853,-0.307345454545455,33311,64529,99139,0.336002985706937,0.650894199053854,-0.314891213346917,58669,33928,94572,0.620363321067546,0.3587531193165,0.261610201751047,101781,62993,38283,0.618907261669663,0.376131105019601,0.242776156650062
"Alabama","AL","Morgan County",1103,40449,12392,53369,0.75791189641927,0.232194719781146,0.525717176638123,39664,13234,53722,0.738319496668032,0.24634228062991,0.491977216038122,11216,37392,49991,0.224360384869276,0.747974635434378,-0.523614250565102,49198,13401,35309,0.272389121509004,0.717691776088459,-0.445302654579455
"Alabama","AL","Perry County",1105,1269,3174,4457,0.28472066412385,0.712138209557999,-0.427417545434149,1339,3860,5230,0.256022944550669,0.738049713193117,-0.482026768642447,3823,1403,5255,0.727497621313035,0.266983824928639,0.460513796384396,6065,4536,1504,0.747897774113768,0.2479802143446,0.499917559769167
"Alabama","AL","Pickens County",1107,5465,3388,8898,0.614182962463475,0.380759721285682,0.233423241177793,5594,4022,9668,0.578609846917666,0.416011584609019,0.162598262308647,3972,5454,9494,0.41836949652412,0.574468085106383,-0.156098588582263,9599,4448,5119,0.463381602250234,0.533284717158037,-0.0699031149078029
"Alabama","AL","Pike County",1109,8224,4899,13214,0.62237021341002,0.370743151203269,0.25162706220675,8042,5636,13841,0.581027382414565,0.407196011848855,0.173831370565711,5039,7681,13025,0.386871401151631,0.589712092130518,-0.202840690978887,14057,6009,7939,0.42747385644163,0.564771999715444,-0.137298143273814
"Alabama","AL","Randolph County",1111,9102,1920,11075,0.821851015801354,0.173363431151242,0.648487584650113,8559,2203,10837,0.789794223493587,0.203285041985789,0.586509181507797,2290,7697,10130,0.226061204343534,0.759822309970385,-0.533761105626851,10391,3076,7219,0.296025406601867,0.69473582908286,-0.398710422480993
"Alabama","AL","Russell County",1113,10078,10422,20679,0.48735432080855,0.50398955462063,-0.0166352338120799,9864,11228,21329,0.462468939003235,0.526419428946505,-0.0639504899432697,9577,9210,19136,0.500470317725752,0.481291806020067,0.0191785117056856,18871,10495,8276,0.556144348471199,0.438556515288008,0.117587833183191
"Alabama","AL","St. Clair County",1115,35501,7640,43440,0.817242173112339,0.175874769797422,0.641367403314917,36166,7744,44441,0.813798069350375,0.17425350464661,0.639544564703765,5550,31579,37937,0.146295173577247,0.832406357909165,-0.686111184331919,35105,5790,29001,0.164933770118217,0.826121635094716,-0.661187864976499
"Alabama","AL","Shelby County",1117,79666,33087,114043,0.698561069070438,0.290127408082916,0.408433660987522,79700,33268,114950,0.693344932579382,0.289412788168769,0.403932144410613,22927,72846,99208,0.231100314490767,0.734275461656318,-0.503175147165551,92204,19944,71243,0.216302980347924,0.772667129408702,-0.556364149060778
"Alabama","AL","Sumter County",1119,1542,3725,5297,0.291108174438361,0.703228242401359,-0.412120067962998,1598,4648,6291,0.254013670322683,0.738833253854713,-0.48481958353203,4739,1581,6391,0.741511500547645,0.247379126897199,0.494132373650446,7025,5420,1585,0.77153024911032,0.225622775800712,0.545907473309609
"Alabama","AL","Talladega County",1121,22100,10898,33175,0.666164280331575,0.328500376789751,0.337663903541824,22235,13138,35663,0.623475310545944,0.368393012365757,0.255082298180187,12108,20596,33218,0.364501174062255,0.620025287494732,-0.255524113432476,33317,13878,19217,0.41654410661224,0.57679262838791,-0.16024852177567
"Alabama","AL","Tallapoosa County",1123,14884,4975,19980,0.744944944944945,0.248998998998999,0.495945945945946,14963,5859,20991,0.71282930779858,0.279119622695441,0.433709685103139,5271,12967,18504,0.284857328145266,0.700767401642888,-0.415910073497622,18668,6252,12303,0.334904649667881,0.659042211270624,-0.324137561602743
"Alabama","AL","Tuscaloosa County",1125,50724,33399,84879,0.597603647545329,0.393489555720496,0.204114091824833,51117,37765,90172,0.566883289712993,0.418810717295835,0.148072572417158,31746,47701,81708,0.388529886914378,0.583798404073041,-0.195268517158663,78495,32003,45703,0.407707497292821,0.582240907064144,-0.174533409771323
"Alabama","AL","Walker County",1127,25464,4102,29747,0.856019094362457,0.13789625844623,0.718122835916227,26002,4834,31170,0.834199550850176,0.155085017645172,0.679114533205005,4486,24208,29243,0.153404233491776,0.827822042882057,-0.674417809390282,28497,6551,21633,0.229883847422536,0.759132540267397,-0.529248692844861
"Alabama","AL","Washington County",1129,6534,1863,8430,0.77508896797153,0.220996441281139,0.554092526690391,6564,2258,8876,0.739522307345651,0.254393871113114,0.485128436232537,2366,6031,8492,0.278615167216203,0.710197833254828,-0.431582666038625,8761,2971,5749,0.339116539207853,0.656203629722634,-0.317087090514781
"Alabama","AL","Wilcox County",1131,1793,3449,5260,0.340874524714829,0.655703422053232,-0.314828897338403,1833,4048,5903,0.31052007453837,0.685753006945621,-0.375232932407251,4329,1737,6095,0.71025430680886,0.284987694831829,0.42526661197703,6547,4867,1676,0.743393920879792,0.25599511226516,0.487398808614633
"Alabama","AL","Winston County",1133,10191,884,11129,0.91571569772666,0.0794321142959835,0.836283583430677,10195,974,11284,0.903491669620702,0.0863169088975541,0.817174760723148,871,9225,10255,0.0849341784495368,0.899561189663579,-0.814627011214042,9712,1286,8310,0.132413509060956,0.855642504118616,-0.723228995057661
"Alaska",NA,"State House District 1",2001,4861,3367,8228,0.590787554691298,0.409212445308702,0.181575109382596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska",NA,"State House District 2",2002,4534,4571,9105,0.497968149368479,0.502031850631521,-0.00406370126304223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska",NA,"State House District 3",2003,4496,6130,10626,0.423113118765293,0.576886881234707,-0.153773762469415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska",NA,"State House District 4",2004,2691,6161,8852,0.303999096249435,0.696000903750565,-0.39200180750113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska",NA,"State House District 5",2005,4351,3328,7679,0.566610235707774,0.433389764292226,0.133220471415549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska",NA,"State House District 6",2006,6705,4773,11478,0.584161003659174,0.415838996340826,0.168322007318348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska",NA,"State House District 7",2007,6777,2513,9290,0.729494079655544,0.270505920344456,0.458988159311087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska",NA,"State House District 8",2008,7950,2576,10526,0.755272658179745,0.244727341820255,0.510545316359491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska",NA,"State House District 9",2009,5581,5849,11430,0.48827646544182,0.51172353455818,-0.0234470691163604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska",NA,"State House District 10",2010,4357,4070,8427,0.517028598552272,0.482971401447728,0.0340571971045449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska",NA,"State House District 11",2011,4864,4633,9497,0.512161735284827,0.487838264715173,0.0243234705696536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska",NA,"State House District 12",2012,4059,4169,8228,0.49331550802139,0.50668449197861,-0.0133689839572193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska",NA,"State House District 13",2013,3589,3682,7271,0.493604731123642,0.506395268876358,-0.0127905377527163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska",NA,"State House District 14",2014,2768,4346,7114,0.389091931402868,0.610908068597132,-0.221816137194265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska",NA,"State House District 15",2015,4594,4364,8958,0.512837686983702,0.487162313016298,0.0256753739674034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska",NA,"State House District 16",2016,3929,5344,9273,0.423703224414968,0.576296775585032,-0.152593551170064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska",NA,"State House District 17",2017,2407,4990,7397,0.325402190077058,0.674597809922942,-0.349195619845883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska",NA,"State House District 18",2018,2686,1928,4614,0.582141309059384,0.417858690940616,0.164282618118769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska",NA,"State House District 19",2019,1971,2825,4796,0.410967472894078,0.589032527105922,-0.178065054211843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska",NA,"State House District 20",2020,3041,3924,6965,0.436611629576454,0.563388370423546,-0.126776740847093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska",NA,"State House District 21",2021,3984,4711,8695,0.458194364577343,0.541805635422657,-0.0836112708453134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska",NA,"State House District 22",2022,2594,2660,5254,0.49371907118386,0.50628092881614,-0.0125618576322801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska",NA,"State House District 23",2023,6101,4116,10217,0.597142018204952,0.402857981795047,0.194284036409905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska",NA,"State House District 24",2024,6482,3234,9716,0.667146974063401,0.332853025936599,0.334293948126801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska",NA,"State House District 25",2025,6891,3172,10063,0.684785849150353,0.315214150849647,0.369571698300706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska",NA,"State House District 26",2026,7143,2013,9156,0.780144167758847,0.219855832241153,0.560288335517693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska",NA,"State House District 27",2027,6785,1807,8592,0.789688081936685,0.210311918063315,0.579376163873371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska",NA,"State House District 28",2028,6713,2213,8926,0.75207259690791,0.247927403092091,0.504145193815819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska",NA,"State House District 29",2029,7418,2708,10126,0.732569622753308,0.267430377246692,0.465139245506617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska",NA,"State House District 30",2030,7312,2701,10013,0.730250674123639,0.269749325876361,0.460501348247279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska",NA,"State House District 31",2031,3475,3240,6715,0.517498138495905,0.482501861504095,0.0349962769918093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
