"id","name","mobility","state","population","urban","seg_racial","seg_income","seg_poverty","seg_affluenc.e","commute","income","gini","share_01","gini_99","middle_class","local_tax_rate","local_gov_spending","progressivity","eitc","school_spending","student_teacher_ratio","colleges","tuition","graduation","labor_force_participation","manufacturing","teenage_labor","migration_in","migration_out","social_capital","longitude","latitude"
34303,"Riverton",0.124318428,"WY",35804,"rural",0.226,0.02,0.021,0.019,0.632,30954,0.435,10.233,0.332,0.544,0.021,2643,0,0,8.755,14.6,0.028,1108,-0.032,0.649,0.03,0.006,0.014,0.016,-0.09,-109.1515884,43.4414444
34304,"Sheridan",0.104493208,"WY",46306,"rural",0.421,0.018,0.012,0.023,0.583,32114,0.501,20.947,0.292,0.561,0.024,2865,0,0,6.88,15.5,0.043,1304,-0.164,0.648,0.028,0.006,0.015,0.017,1.138,-107.3653107,44.97467804
34305,"Miles City",0.179282874,"MT",12895,"rural",0.023,0.032,0.031,0.031,0.755,30026,0.345,7.98,0.265,0.611,0.024,2043,0,0,5.025,15.9,0.078,1440,0.024,0.634,0.023,0.007,0.01,0.01,0.593,-105.343277,46.66508102
34306,"Jordan",NA,"MT",1279,"rural",0,0,0,0,0.739,27449,0.288,NA,NA,NA,0.035,2161,0,0,6.802,11.9,NA,NA,NA,0.67,0.014,NA,NA,NA,0.205,-107.1902542,47.44960403
34307,"Colstrip",0.088888891,"MT",12102,"rural",0.495,0.061,0.054,0.072,0.693,28921,0.325,4.599,0.279,0.585,0.057,6886,0,0,7.773,13.4,0.083,NA,0.092,0.647,0.015,0.006,0.015,0.019,-0.134,-107.0254974,46.12818146
34308,"Billings",0.130519167,"MT",152638,"urban",0.065,0.072,0.06,0.083,0.446,35377,0.415,10.966,0.305,0.582,0.021,1750,0,0,5.226,17.9,0.02,4681,-0.08,0.678,0.057,0.006,0.023,0.019,1.177,-108.3647156,45.9727478
34309,"Harlowton",0.200000003,"MT",4191,"rural",0.005,0.003,0,0.003,0.696,26263,0.372,NA,NA,NA,0.042,1850,0,0,6.585,13.4,NA,NA,NA,0.63,0.017,NA,0,0.006,1.232,-110.8638611,46.63560867
34401,"Dillon",0.116883114,"MT",9202,"rural",0.008,0.011,0.003,0.013,0.73,27667,0.404,13.733,0.266,0.62,0.027,2072,0,0,5.431,18.6,0.109,2072,-0.12,0.637,0.044,0.007,0.013,0.018,0.908,-112.8630981,45.06940079
34402,"Bozeman",0.125968993,"MT",93985,"rural",0.021,0.044,0.043,0.05,0.527,31692,0.414,11.081,0.303,0.605,0.021,1735,0,0,6.05,16.8,0.011,2272,0.082,0.71,0.073,0.006,0.033,0.022,1.329,-111.284935,45.44599152
34403,"Helena",0.119741097,"MT",70150,"rural",0.009,0.043,0.046,0.046,0.472,33610,0.355,8.999,0.265,0.611,0.029,1668,0,0,5.237,17.3,0.029,8644,0.066,0.691,0.041,0.006,0.023,0.02,3.071,-112.1091843,46.6794281
34404,"Butte-Silver Bow",0.089366518,"MT",54033,"rural",0.027,0.036,0.031,0.042,0.61,30173,0.398,6.68,0.331,0.551,0.03,1569,0,0,5.335,18,0.037,2123,-0.048,0.588,0.05,0.005,0.013,0.018,1.018,-113.0626144,46.27347946
34501,"Bonners Ferry",0.099137932,"ID",9871,"rural",0.011,0.003,0.002,0,0.438,28983,0.383,10.362,0.28,0.568,0.016,2032,0.4,0,4.668,19.5,NA,NA,NA,0.588,0.144,0.006,0.017,0.018,-0.295,-116.6835632,48.78676605
34502,"Libby",0.130260527,"MT",18837,"rural",0.004,0.009,0.005,0.016,0.599,26385,0.369,9.077,0.278,0.58,0.025,1638,0,0,5.077,17.1,NA,NA,NA,0.535,0.127,0.004,0.014,0.014,0.66,-115.3273239,48.28434753
34503,"Kalispell",0.110841423,"MT",111205,"rural",0.173,0.024,0.021,0.028,0.45,32003,0.44,11.362,0.326,0.559,0.021,1710,0,0,4.985,17.9,0.018,2096,-0.121,0.623,0.115,0.006,0.021,0.017,0.527,-114.4555206,48.02499771
34504,"Missoula",0.105627306,"MT",135756,"urban",0.033,0.06,0.064,0.058,0.467,31286,0.418,8.702,0.331,0.564,0.025,1657,0,0,5.145,17.4,0.007,2250,0.048,0.671,0.076,0.005,0.025,0.024,1.17,-114.3804092,46.5549202
34601,"Gillette",0.264184386,"WY",46229,"rural",0.021,0.045,0.051,0.04,0.536,34452,0.295,8.507,0.21,0.572,0.062,4315,0,0,7.142,14.5,NA,NA,NA,0.724,0.033,0.007,0.018,0.017,-0.926,-105.1586533,44.25107574
34602,"Rawlins",0.193415642,"WY",15639,"rural",0.066,0.003,0.002,0.003,0.722,31828,0.269,4.303,0.226,0.645,0.046,3351,0,0,7.182,13.7,NA,NA,NA,0.626,0.066,0.007,0.018,0.025,-0.646,-107.2571335,41.5921669
34603,"Casper",0.1662689,"WY",78585,"urban",0.025,0.057,0.053,0.056,0.528,34840,0.43,15.007,0.28,0.58,0.021,3000,0,0,6.458,17,0.013,1248,-0.147,0.683,0.055,0.006,0.022,0.019,0.542,-106.0161438,42.78221893
34604,"Lusk",NA,"WY",2407,"rural",0,0,0,0,0.72,30783,0.418,NA,NA,NA,0.036,5706,0,0,7.655,12.5,NA,NA,NA,0.617,0.022,NA,NA,NA,0.808,-104.4576187,43.08903885
34701,"Honolulu",0.105292603,"HI",876156,"urban",0.14,0.107,0.101,0.105,0.235,39404,0.396,9.084,0.305,0.517,0.015,1316,1.05,0,6.563,18.4,0.015,5088,-0.105,0.647,0.038,0.003,0.03,0.034,NA,-157.9321899,21.4360733
34702,"Kapaa",0.099307157,"HI",58463,"rural",0.064,0.013,0.011,0.014,0.37,38210,0.351,5.7,0.294,0.595,0.021,1405,1.05,0,6.563,18,0.017,1032,-0.244,0.631,0.024,0.004,0.017,0.006,NA,-159.7645569,21.99382973
34703,"Kahului",0.084893882,"HI",128241,"urban",0.119,0.03,0.024,0.031,0.384,39556,0.391,9.414,0.297,0.589,0.021,1559,1.05,0,6.563,18.3,0.008,1032,-0.251,0.667,0.034,0.004,0.024,0.024,NA,-156.808609,21.01157188
34801,"Las Vegas",0.085848421,"NM",49495,"rural",0.092,0.012,0.011,0.01,0.537,26569,0.381,7.039,0.311,0.464,0.017,2459,0,0,5.37,17.1,0.04,1750,-0.134,0.549,0.033,0.006,0.01,0.017,-1.273,-104.8272629,36.06868744
34802,"Santa Fe",0.080323316,"NM",218804,"urban",0.201,0.089,0.066,0.116,0.371,38838,0.49,11.007,0.38,0.474,0.013,2090,0,0,5.527,17.4,0.032,9992,-0.182,0.653,0.035,0.006,0.02,0.024,0.311,-105.9622192,36.23500061
34803,"Tucumcari",0.073033705,"NM",10965,"rural",0.08,0.013,0.018,0.013,0.689,30332,0.442,9.005,0.352,0.45,0.014,2243,0,0,6.57,15.7,0.091,780,-0.054,0.532,0.016,0.005,0.007,0.015,-0.96,-103.9974594,35.63302231
34804,"Clayton",0.12230216,"NM",4174,"rural",0,0,0,0,0.625,30305,0.389,NA,NA,NA,0.013,2538,0,0,6.4,13.5,NA,NA,NA,0.612,0.023,NA,0,0.005,-0.018,-103.4148178,36.28738022
34805,"Alamosa",0.098867923,"CO",46190,"rural",0.112,0.028,0.024,0.031,0.552,27094,0.444,9.743,0.346,0.486,0.031,2794,0,1.429,5.952,15.9,0.022,1574,-0.041,0.604,0.043,0.005,0.005,0.011,0.517,-105.8650208,37.70302963
34901,"Albuquerque",0.065984614,"NM",755244,"urban",0.177,0.096,0.082,0.111,0.273,35591,0.465,9.867,0.366,0.5,0.014,2022,0,0,5.091,17.4,0.016,2527,-0.1,0.641,0.084,0.005,0.03,0.022,-0.76,-106.6865387,35.30916214
34902,"Socorro",0.052117262,"NM",21621,"rural",0.204,0.018,0.017,0.015,0.565,24360,0.423,7.177,0.352,0.451,0.01,1630,0,0,5.411,16.3,0.046,1704,0.159,0.563,0.056,0.005,0.014,0.021,-0.694,-107.2575073,33.99178696
35001,"Phoenix",0.075277291,"AZ",3303211,"urban",0.208,0.12,0.098,0.139,0.242,40624,0.49,16.807,0.322,0.502,0.024,3109,1.66,0,5.546,20.3,0.013,3653,-0.129,0.636,0.115,0.005,0.045,0.025,-1.483,-111.2946472,34.01496887
35002,"Safford",0.110591903,"AZ",42036,"rural",0.287,0.036,0.038,0.024,0.53,23579,0.287,6.422,0.222,0.675,0.022,2696,1.66,0,4.606,21.8,0.024,748,-0.15,0.528,0.028,0.004,0.02,0.018,-1.325,-109.8251343,33.35108948
35100,"Tucson",0.070549995,"AZ",999882,"urban",0.22,0.112,0.097,0.127,0.291,35571,0.477,12.39,0.353,0.518,0.024,2423,1.66,0,5.806,19.5,0.007,777,0.03,0.592,0.089,0.005,0.033,0.025,-0.867,-111.0153809,32.08977509
35201,"Grand Junction",0.146367148,"CO",187857,"urban",0.04,0.05,0.04,0.06,0.465,35421,0.423,10.695,0.316,0.582,0.027,2421,0,1.429,5.357,18.4,0.011,1623,-0.07,0.632,0.072,0.006,0.024,0.016,0.151,-107.929718,38.24682617
35202,"Gunnison",0.10619469,"CO",14746,"rural",0.017,0.045,0.053,0.034,0.644,32805,0.486,12.096,0.365,0.527,0.054,3423,0,1.429,7.487,14.4,0.068,1560,-0.061,0.73,0.02,0.007,0.013,0.019,1.798,-106.9783707,38.55570602
35300,"Farmington",0.091447525,"NM",168198,"urban",0.298,0.047,0.043,0.047,0.388,30450,0.44,10.796,0.332,0.538,0.028,2775,0,0,5.098,17.3,0.012,1248,-0.135,0.631,0.039,0.005,0.046,0.043,-0.994,-107.6833267,37.35906219
35401,"Flagstaff",0.081450909,"AZ",289883,"urban",0.287,0.037,0.033,0.038,0.461,35102,0.447,12.415,0.323,0.548,0.027,2138,1.66,0,5.514,18.9,0.014,2482,0.064,0.589,0.062,0.006,0.052,0.035,-0.85,-111.7975159,35.68649292
35402,"Cortez",0.126780629,"CO",40087,"rural",0.383,0.029,0.049,0.018,0.502,28799,0.353,6.825,0.285,0.611,0.038,2973,0,1.429,6.648,16.7,NA,NA,NA,0.602,0.041,0.005,0.024,0.026,-0.997,-109.9322205,37.68797684
35500,"Gallup",0.041061398,"AZ",241691,"rural",0.476,0.063,0.069,0.056,0.468,20837,0.421,7.94,0.341,0.471,0.025,2278,1.66,0,6.187,17.6,0.017,1923,-0.131,0.503,0.05,0.004,0.037,0.041,-2.204,-109.3631363,34.48004913
35600,"Hilo",0.068267584,"HI",148677,"rural",0.043,0.042,0.045,0.037,0.346,35010,0.439,10.432,0.334,0.534,0.02,1422,1.05,0,6.563,18.2,0.013,1697,-0.091,0.617,0.026,0.004,0.029,0.016,NA,-155.5252686,19.57883072
35701,"Twin Falls",0.087119184,"ID",120807,"rural",0.033,0.035,0.019,0.049,0.505,35364,0.417,11.017,0.306,0.609,0.018,2187,0.4,0,5.491,18.6,0.017,2918,-0.211,0.666,0.098,0.006,0.018,0.018,0.172,-114.1120682,43.3184967
35702,"Burley",0.113892369,"ID",41590,"rural",0.041,0.021,0.023,0.019,0.536,28357,0.353,9.512,0.258,0.645,0.013,2119,0.4,0,4.1,19.6,NA,NA,NA,0.634,0.156,0.006,0.008,0.019,-0.745,-113.5997849,42.5788765
35801,"Boise City",0.073920421,"ID",493970,"urban",0.085,0.072,0.061,0.083,0.342,35642,0.412,12.044,0.291,0.565,0.016,1584,0.4,0,5.057,19.5,0.014,3783,-0.069,0.692,0.155,0.005,0.038,0.02,0.415,-115.8388214,43.88101196
35802,"Ontario",0.08448416,"OR",62170,"rural",0.093,0.016,0.008,0.021,0.49,27631,0.382,7.832,0.304,0.565,0.021,2174,0,1.19,5.991,18,0.016,1800,-0.219,0.571,0.146,0.005,0.013,0.016,-0.583,-117.264679,44.12631226
35803,"McCall",0.124031007,"ID",11127,"rural",0.006,0.017,0.014,0.019,0.561,33157,0.49,16.583,0.324,0.585,0.027,2807,0.4,0,7.824,16.5,0.09,4200,NA,0.599,0.069,0.007,0.042,0.033,1.175,-115.7999039,44.72644043
35901,"St. George",0.108483292,"UT",130138,"urban",0.028,0.031,0.026,0.033,0.575,31383,0.405,13.401,0.271,0.607,0.023,2203,0,0,4.922,22,0.015,1340,-0.041,0.602,0.079,0.006,0.077,0.035,-1.208,-112.8234177,38.04713058
35902,"Price",0.137343928,"UT",54045,"rural",0.039,0.016,0.015,0.015,0.577,26759,0.288,5.884,0.229,0.619,0.033,2778,0,0,4.631,21,0.037,1099,0.031,0.596,0.077,0.005,0.019,0.03,-0.176,-110.5037231,39.19399261
35903,"Moab",0.11797753,"UT",8485,"rural",0.019,0.001,0.001,0.002,0.752,31770,0.328,4.036,0.288,0.582,0.029,2659,0,0,6.369,18.2,NA,NA,NA,0.69,0.027,0.007,0.013,0.015,1.517,-109.9014969,38.92660141
35904,"Richfield",0.128603101,"UT",25012,"rural",0.015,0.007,0.005,0.008,0.633,28605,0.33,7.302,0.257,0.641,0.021,2087,0,0,4.918,21.1,NA,NA,NA,0.607,0.058,0.006,0.026,0.033,-0.791,-111.5695038,38.23861694
35905,"Loa",0.209677413,"UT",2509,"rural",0,0,0,0,0.628,32242,0.397,NA,NA,NA,0.019,2063,0,0,8.2,15.1,NA,NA,NA,0.638,0.039,NA,0,0.02,1.34,-110.3235626,38.31745148
36000,"Provo",0.137511998,"UT",389179,"urban",0.059,0.095,0.095,0.092,0.454,29115,0.393,19.986,0.193,0.577,0.021,1755,0,0,4.742,22.2,0.01,2813,0.054,0.677,0.113,0.005,0.042,0.045,-0.846,-112.0073929,39.74200439
36100,"Salt Lake City",0.108327426,"UT",1426729,"urban",0.114,0.101,0.093,0.107,0.294,36988,0.358,12.569,0.232,0.552,0.021,2439,0,0,4.322,22.3,0.009,3838,-0.079,0.71,0.12,0.005,0.024,0.024,-0.635,-111.5724487,40.61962891
36200,"Logan",0.13690953,"UT",149590,"urban",0.053,0.07,0.068,0.07,0.528,28953,0.291,8.962,0.201,0.666,0.015,1732,0,0,4.231,21,0.007,1947,0.11,0.691,0.25,0.005,0.029,0.034,-0.004,-111.9947891,41.98722839
36301,"Pocatello",0.092508666,"ID",269722,"urban",0.128,0.063,0.054,0.07,0.517,30119,0.327,7.878,0.248,0.625,0.016,1984,0.4,0,4.484,19.7,0.011,1178,0.095,0.66,0.108,0.006,0.017,0.017,-0.144,-112.3168564,43.61785126
36302,"Salmon",0.154929578,"ID",12148,"rural",0.013,0.005,0.001,0.006,0.582,30782,0.323,6.123,0.262,0.615,0.013,1797,0.4,0,4.926,17.7,NA,NA,NA,0.586,0.048,0.006,0.002,0.006,0.783,-114.1753082,44.61720657
36303,"Jackson",0.113924049,"WY",24250,"rural",0.027,0.02,0.003,0.035,0.488,53838,0.711,64.788,0.063,0.509,0.038,4620,0,0,5.876,17.6,NA,NA,NA,0.78,0.021,0.007,0.015,0.025,2.389,-110.6054153,43.95529938
36401,"Steamboat Springs",0.158904105,"CO",38860,"rural",0.032,0.04,0.025,0.056,0.549,39506,0.348,9.631,0.251,0.563,0.067,4647,0,1.429,5.607,17.6,0.026,1732,-0.132,0.748,0.022,0.007,0.017,0.021,-0.036,-107.3094482,40.40969086
36402,"Vernal",0.253378391,"UT",39595,"rural",0.151,0.02,0.021,0.02,0.557,26254,0.333,5.914,0.273,0.624,0.038,2958,0,0,4.564,20.6,NA,NA,0.11,0.622,0.04,0.005,0.021,0.019,-1.541,-109.9159775,40.21995544
36403,"Soda Springs",0.17699115,"ID",13715,"rural",0.018,0.011,0.003,0.01,0.575,29943,0.251,4.487,0.207,0.691,0.021,2757,0.4,0,4.584,18.2,NA,NA,NA,0.585,0.165,0.007,0.007,0.015,0.345,-111.7631073,42.54293823
36404,"Rock Springs",0.205394194,"WY",80730,"rural",0.042,0.024,0.02,0.023,0.545,33999,0.264,6.384,0.2,0.611,0.053,4123,0,0,7.307,16.1,0.012,1128,0.125,0.69,0.072,0.006,0.018,0.018,-0.666,-110.0383224,41.91302109
36501,"Klamath Falls",0.085617594,"CA",151353,"rural",0.106,0.032,0.027,0.036,0.528,29858,0.383,6.928,0.314,0.555,0.022,2909,6.3,0,6.149,20.1,0.026,1252,-0.097,0.537,0.087,0.004,0.026,0.021,-0.247,-121.7403717,41.15644836
36502,"Burns",0.139393941,"OR",7609,"rural",0.01,0.001,0,0.002,0.73,30896,0.283,2.673,0.256,0.593,0.038,3536,0,1.19,7.314,16,NA,NA,NA,0.64,0.149,0.005,0.003,0.01,0.719,-119.1090164,43.08067703
36503,"Lakeview",0.109826587,"OR",7422,"rural",0.01,0.006,0.007,0.01,0.692,31635,0.37,9.273,0.277,0.583,0.025,2561,0,1.19,6.849,17.5,NA,NA,NA,0.58,0.095,0.005,0.006,0.018,0.928,-120.3503876,42.76520538
36600,"Redding",0.088071346,"CA",219295,"urban",0.042,0.034,0.029,0.038,0.424,33442,0.434,9.24,0.341,0.541,0.019,3203,6.3,0,5.688,22.4,0.014,2351,-0.062,0.567,0.079,0.004,0.032,0.022,-0.633,-122.1635361,40.30780029
36700,"Eureka",0.07579273,"CA",139540,"rural",0.07,0.033,0.038,0.028,0.497,30456,0.431,8.783,0.343,0.545,0.018,2849,6.3,0,6.499,20.5,0.014,93,-0.052,0.594,0.085,0.004,0.022,0.022,0.756,-123.0484848,40.84222794
36800,"Medford",0.071968012,"OR",256995,"urban",0.038,0.046,0.042,0.053,0.429,36289,0.448,10.847,0.34,0.557,0.024,1783,0,1.19,5.787,21,0.008,2364,-0.153,0.585,0.112,0.004,0.031,0.022,0.017,-123.2816467,42.61839676
36901,"Crescent City",0.08342246,"CA",48644,"rural",0.117,0.018,0.017,0.014,0.626,29532,0.387,8.285,0.305,0.574,0.017,2555,6.3,0,5.377,20.4,NA,NA,NA,0.478,0.056,0.005,0.024,0.02,-0.418,-123.9329529,42.31748581
36902,"Roseburg",0.081977882,"OR",163178,"rural",0.01,0.021,0.019,0.021,0.462,32479,0.385,8.286,0.302,0.589,0.029,2488,0,1.19,5.806,19.4,0.012,1732,-0.199,0.558,0.137,0.004,0.032,0.022,-0.164,-123.3719406,43.07090759
37000,"Modesto",0.093628272,"CA",729182,"urban",0.121,0.051,0.043,0.056,0.372,31666,0.464,12.051,0.343,0.523,0.019,3836,6.3,0,5.838,23.5,0.007,333,-0.099,0.596,0.134,0.004,0.034,0.027,-1.574,-120.410408,37.66864014
37100,"Bakersfield",0.121619716,"CA",661645,"urban",0.214,0.099,0.076,0.116,0.362,28781,0.48,11.528,0.365,0.484,0.028,3644,6.3,0,5.756,23.6,0.008,2006,-0.067,0.565,0.06,0.003,0.039,0.023,-1.903,-119.1086044,35.30618668
37200,"Fresno",0.074879371,"CA",1419998,"urban",0.168,0.085,0.067,0.102,0.351,28267,0.508,11.107,0.397,0.468,0.02,3259,6.3,0,5.555,23.2,0.008,1969,-0.022,0.584,0.088,0.003,0.019,0.017,-1.648,-119.22789,36.71687317
37300,"Chico",0.094842598,"CA",387577,"urban",0.1,0.049,0.05,0.053,0.442,31471,0.444,8.792,0.356,0.519,0.019,2904,6.3,0,5.606,22.7,0.008,92,0.076,0.58,0.083,0.004,0.033,0.022,-0.921,-121.6650085,39.53987122
37400,"Sacramento",0.096909009,"CA",2570609,"urban",0.161,0.093,0.086,0.099,0.285,39560,0.451,12.004,0.331,0.492,0.02,3559,6.3,0,5.495,23.3,0.008,2457,0.021,0.625,0.085,0.004,0.034,0.027,-0.596,-120.8810654,38.54524994
37500,"San Jose",0.129325882,"CA",2393183,"urban",0.218,0.092,0.07,0.112,0.244,52004,0.535,26.38,0.271,0.42,0.023,3361,6.3,0,5.952,24,0.01,4664,-0.084,0.664,0.224,0.004,0.025,0.038,-0.609,-121.2914886,36.79400253
37601,"Elko",0.160294116,"NV",61917,"rural",0.121,0.047,0.044,0.044,0.513,32701,0.313,11.854,0.194,0.621,0.024,3116,0,0,6.64,17.9,0.016,1395,-0.174,0.667,0.016,0.005,0.027,0.023,-2.085,-116.7512283,39.81857681
37602,"Winnemucca",0.16955018,"NV",22799,"rural",0.021,0.011,0.009,0.016,0.496,31976,0.279,6.081,0.218,0.622,0.031,6251,0,0,6.121,17.5,NA,NA,NA,0.6,0.046,0.005,0.014,0.015,-2.048,-118.4091873,41.0092392
37603,"Portola",0.117647059,"CA",24379,"rural",0.028,0.011,0.011,0.013,0.552,36905,0.357,10.523,0.252,0.62,0.03,4132,6.3,0,5.694,22,0.041,264,-0.047,0.572,0.104,0.006,0.029,0.024,0.394,-120.8507614,39.97616959
37604,"Reno",0.091030493,"NV",453825,"urban",0.097,0.099,0.081,0.115,0.378,41398,0.46,16.934,0.291,0.542,0.02,2437,0,0,6.015,19.6,0.013,2377,-0.106,0.67,0.086,0.005,0.042,0.027,-1.082,-118.7568665,39.50427246
37700,"Santa Rosa",0.099550895,"CA",603188,"urban",0.074,0.065,0.062,0.069,0.349,43636,0.445,14.83,0.297,0.498,0.02,3118,6.3,0,7.597,21.3,0.01,165,-0.032,0.645,0.118,0.005,0.022,0.026,-0.103,-122.7677917,38.93232346
37800,"San Francisco",0.121525869,"CA",4642561,"urban",0.207,0.11,0.095,0.122,0.212,54014,0.496,23.587,0.26,0.434,0.023,3650,6.3,0,5.917,22.9,0.012,4312,-0.109,0.656,0.103,0.004,0.02,0.03,-0.38,-122.1985855,38.06606293
37901,"Las Vegas",0.080029011,"NV",1568418,"urban",0.138,0.102,0.093,0.106,0.245,38429,0.518,20.8,0.31,0.525,0.021,3148,0,0,5.344,21.1,0.008,4577,-0.176,0.635,0.04,0.004,0.061,0.036,-2.317,-114.0264969,36.05942535
37902,"Reno",0.109756097,"NV",5071,"rural",0.244,0.015,0.013,0.012,0.687,34004,0.267,NA,NA,NA,0.018,3694,0,0,6.244,16.8,NA,NA,NA,0.589,0.062,NA,0.018,0.023,-0.773,-118.5917435,38.64191818
37903,"Mammoth Lakes",0.115942031,"CA",30798,"rural",0.06,0.043,0.038,0.045,0.64,38537,0.381,7.066,0.311,0.551,0.048,4288,6.3,0,7.223,21,NA,NA,NA,0.666,0.036,0.007,0.025,0.022,0.228,-118.7063065,37.27253342
38000,"San Diego",0.104364753,"CA",2813833,"urban",0.196,0.112,0.089,0.132,0.247,40913,0.516,17.139,0.344,0.48,0.019,3083,6.3,0,5.406,23.5,0.011,2899,0.034,0.65,0.11,0.003,0.033,0.045,-0.944,-117.1072693,33.10883331
38100,"Yuma",0.098213226,"CA",302387,"urban",0.223,0.062,0.052,0.075,0.45,26908,0.495,9.975,0.396,0.45,0.023,3979,6.3,0,5.565,22.8,0.007,314,-0.148,0.499,0.049,0.003,0.034,0.026,-2.661,-114.6705933,33.04047394
38200,"Santa Barbara",0.112940833,"CA",646028,"urban",0.154,0.077,0.069,0.082,0.448,40050,0.48,16.672,0.313,0.505,0.022,2829,6.3,0,5.718,22.3,0.011,997,0.165,0.612,0.087,0.004,0.025,0.031,0.035,-120.0722809,34.86935425
38300,"Los Angeles",0.096090205,"CA",16393360,"urban",0.271,0.121,0.099,0.139,0.225,38902,0.566,18.528,0.381,0.463,0.023,3609,6.3,0,5.532,24.8,0.008,4956,0.024,0.614,0.148,0.003,0.013,0.018,-1.392,-116.2886734,34.07516861
38401,"Lewiston",0.09020979,"ID",88546,"urban",0.09,0.033,0.027,0.035,0.555,32663,0.357,6.848,0.288,0.589,0.016,1901,0.4,0,5.639,17.9,0.011,0,-0.154,0.595,0.134,0.005,0.011,0.013,0.555,-115.7686844,46.12074661
38402,"Pullman",0.142361105,"WA",75675,"rural",0.063,0.077,0.095,0.061,0.557,24766,0.333,6.766,0.266,0.611,0.018,1550,0,0,7.079,17.2,0.026,2073,0.245,0.629,0.04,0.005,0.03,0.04,0.463,-117.4569702,46.73067093
38501,"Moses Lake",0.096579477,"WA",91126,"rural",0.165,0.021,0.02,0.022,0.512,29315,0.365,6.787,0.297,0.587,0.018,4621,0,0,7.336,20.5,0.011,1641,-0.082,0.624,0.128,0.005,0.024,0.026,-0.26,-119.3423462,47.29811096
38502,"Wenatchee",0.093546048,"WA",99219,"urban",0.063,0.035,0.024,0.04,0.503,36330,0.402,10.772,0.295,0.576,0.018,4553,0,0,6.269,20.6,0.01,1641,-0.127,0.64,0.071,0.005,0.023,0.019,0.221,-120.1486206,47.9200592
38601,"Spokane",0.092801489,"WA",608317,"urban",0.047,0.077,0.068,0.089,0.348,34286,0.414,10.294,0.311,0.573,0.018,2258,0,0,5.843,20.9,0.012,5682,0.05,0.641,0.106,0.004,0.029,0.021,0.371,-116.9176559,47.73950195
38602,"Colville",0.097524755,"WA",86890,"urban",0.258,0.023,0.019,0.022,0.427,29312,0.405,8.849,0.316,0.563,0.013,2834,0,0,6.828,20.2,NA,NA,NA,0.583,0.089,0.004,0.03,0.026,-1.069,-119.368103,48.25589752
38700,"Longview",0.09277267,"WA",220580,"urban",0.058,0.039,0.036,0.042,0.448,34298,0.379,8.287,0.296,0.576,0.021,3224,0,0,6.257,20.2,0.014,1660,-0.11,0.594,0.151,0.004,0.029,0.025,-0.039,-123.4893112,46.43405533
38801,"Portland",0.093058541,"OR",1842889,"urban",0.103,0.075,0.064,0.083,0.258,41718,0.419,15.8,0.261,0.522,0.031,2861,0,1.19,6.704,21.4,0.013,7901,-0.107,0.694,0.155,0.004,0.027,0.023,0.165,-122.5852432,45.50732803
38802,"The Dalles",0.104380243,"OR",65297,"rural",0.067,0.017,0.017,0.016,0.53,32881,0.35,6.761,0.283,0.598,0.026,2931,0,1.19,6.744,18.6,0.015,1440,-0.147,0.621,0.106,0.005,0.015,0.017,0.561,-120.9777756,45.38042831
38901,"Eugene",0.078895815,"OR",936387,"urban",0.094,0.058,0.055,0.062,0.381,34589,0.399,10.922,0.289,0.572,0.027,2431,0,1.19,6.184,21.1,0.014,5190,0.07,0.639,0.152,0.004,0.025,0.022,0.372,-122.91716,44.46360397
38902,"Newport",0.072574481,"OR",68741,"rural",0.043,0.011,0.01,0.011,0.49,36264,0.411,7.284,0.338,0.547,0.035,3803,0,1.19,6.472,19.4,0.015,1296,-0.123,0.586,0.086,0.005,0.035,0.028,-0.573,-123.6389465,45.18978882
39000,"Yakima",0.081706584,"WA",255943,"urban",0.235,0.069,0.066,0.069,0.427,30403,0.442,10.008,0.342,0.533,0.015,2138,0,0,7.026,20.9,0.012,2524,0.104,0.622,0.107,0.004,0.019,0.023,-0.709,-120.9370956,46.98318863
39100,"Kennewick",0.105854802,"WA",332609,"urban",0.158,0.064,0.056,0.074,0.453,34510,0.362,8.535,0.276,0.554,0.018,5442,0,0,6.699,19.6,0.015,7160,-0.043,0.643,0.094,0.004,0.02,0.018,-0.22,-118.6931992,45.92147064
39201,"La Grande",0.087674715,"OR",41271,"rural",0.016,0.022,0.02,0.021,0.645,31277,0.361,7.199,0.289,0.612,0.025,2002,0,1.19,6.108,18.4,0.024,2316,-0.049,0.59,0.118,0.004,0.015,0.019,0.533,-117.8991852,44.90513611
39202,"Enterprise",0.143790856,"OR",7226,"rural",0.004,0.002,0.001,0.002,0.644,34762,0.558,30.487,0.254,0.623,0.016,3575,0,1.19,6.28,15.6,NA,NA,NA,0.607,0.109,0.006,0.01,0.014,0.203,-117.2639389,45.51634216
39203,"Bend",0.081726357,"OR",153558,"urban",0.168,0.039,0.028,0.049,0.474,37787,0.441,11.325,0.327,0.57,0.029,2574,0,1.19,6.638,20.9,0.007,2169,-0.27,0.643,0.13,0.005,0.058,0.028,0.325,-121.1511154,44.22486496
39204,"Condon",0.108695649,"OR",3462,"rural",0.017,0.004,0.001,0.006,0.546,33476,0.24,NA,NA,NA,0.033,3587,0,1.19,9.289,11.8,NA,NA,NA,0.599,0.029,NA,NA,NA,0.336,-120.3259811,45.21966553
39205,"John Day",0.11585366,"OR",7935,"rural",0.002,0.002,0.004,0.001,0.579,32736,0.311,4.4,0.267,0.584,0.013,3429,0,1.19,7.887,15.1,NA,NA,NA,0.615,0.099,0.005,0.003,0.015,0.208,-118.5311966,44.59402466
